run_id,condition,seed,fault_type,fault_robot,fault_step,points_believed_visited,points_truly_visited,points_falsely_reported,points_invalidated,points_visited,points_total,points_unreachable,mission_success,duration_s,total_energy_j,energy_per_point_j,energy_per_m2_j,energy_drive_j,energy_turn_j,energy_sense_j,energy_compute_j,energy_comms_j,distance_total_m,collisions,robots_alive_at_end,coverage_pct,surface_f1,observed_error_pct,map_reporter,union_coverage_pct,union_surface_f1,union_observed_error_pct,deviations_injected,deviations_detected,mean_detection_time_s,fault_detected,detection_latency_s,false_positives,quarantines_correct,quarantines_wrong,cells_restored,points_reallocated,duplicated_coverage_pct,contact_fraction
C2_s17,C2,17,battery_drain,1,2135,39,39,0,0,39,40,0,0,450.9,6350.3,162.8,2.136,2194.5,412.9,2707.2,811.8,223.9,548.6,0,3,99.27,0.6832,1.666,0,99.22,0.685,1.634,8,7,162.9,0,-1,0,0,0,0,0,34.39,0.7179
C5_s17,C5,17,battery_drain,1,2135,40,40,0,0,40,40,0,1,390.9,6234.6,155.9,2.09,2336.4,652.4,2347.2,703.8,194.8,584.1,0,3,99.27,0.6829,1.663,0,99.23,0.6849,1.628,8,7,162.9,0,-1,0,0,0,0,0,34.94,0.7489
C3_s17,C3,17,battery_drain,1,2135,34,40,0,6,34,40,0,0,450.9,6624.6,194.8,2.206,2447.1,434.6,2707.2,811.8,224.0,611.8,0,3,87.22,0.4235,19.624,0,99.19,0.6821,1.802,8,7,151.4,1,1.5,1,0,2,98823,0,41.25,0.8718
C4_s17,C4,17,battery_drain,0,2135,25,25,0,0,25,40,0,0,447.4,2433.2,97.3,1.355,1015.8,179.0,895.2,268.5,74.7,253.9,0,0,99.59,0.711,0.973,0,99.59,0.711,0.972,8,6,167.5,0,-1,0,0,0,0,0,0.0,0.0
C0_s18,C0,18,none,-1,-1,40,40,0,0,40,40,0,1,330.2,5334.8,133.4,1.733,2273.8,319.1,1981.8,594.5,165.6,568.4,0,3,99.25,0.7021,1.125,0,99.1,0.7031,1.192,0,0,-1,-1,-1,0,0,0,0,0,31.93,0.7065
C1_s18,C1,18,none,-1,-1,40,40,0,0,40,40,0,1,330.2,5336.4,133.4,1.719,2272.4,322.1,1981.8,594.5,165.6,568.1,0,3,99.21,0.7092,1.108,0,99.05,0.7109,1.209,5,3,145.0,-1,-1,0,0,0,0,0,31.74,0.6965
C2_s18,C2,18,battery_drain,1,925,40,40,0,0,40,40,0,1,479.9,6373.3,159.3,2.033,2461.1,317.5,2600.4,780.0,214.2,615.3,0,2,99.07,0.7109,1.386,0,98.99,0.7111,1.41,5,4,193.8,0,-1,0,0,0,0,0,34.45,0.677
C5_s18,C5,18,battery_drain,1,925,40,40,0,0,40,40,0,1,330.2,5336.4,133.4,1.719,2272.4,322.1,1981.8,594.5,165.6,568.1,0,3,99.21,0.7092,1.108,0,99.05,0.7109,1.209,5,3,145.0,0,-1,0,0,0,0,0,31.74,0.6965
C3_s18,C3,18,battery_drain,1,925,40,40,0,0,40,40,0,1,458.6,6667.2,166.7,1.986,2842.1,361.0,2507.4,752.1,204.6,710.5,0,2,99.08,0.7124,1.211,0,99.04,0.7137,1.194,5,5,218.0,1,2.5,1,0,0,0,0,35.06,0.8144
C4_s18,C4,18,battery_drain,0,925,19,19,0,0,19,40,0,0,330.9,1809.4,95.2,1.256,764.8,128.5,662.4,198.5,55.2,191.2,0,0,98.99,0.6654,2.281,0,98.99,0.6654,2.276,5,2,310.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s19,C0,19,none,-1,-1,40,40,0,0,40,40,0,1,367.6,5790.4,144.8,1.72,2461.1,275.6,2206.8,661.9,185.1,615.3,0,3,99.24,0.7048,0.883,0,99.2,0.7007,1.01,0,0,-1,-1,-1,0,0,0,0,0,39.83,0.877
C1_s19,C1,19,none,-1,-1,40,40,0,0,40,40,0,1,402.7,6289.7,157.2,1.836,2582.1,360.8,2417.4,725.0,204.5,645.5,0,3,99.0,0.685,1.443,0,99.01,0.6845,1.439,5,5,144.0,-1,-1,0,0,0,0,0,36.83,0.9202
C2_s19,C2,19,sensor_degradation,1,1749,40,40,0,0,40,40,0,1,487.0,6733.6,168.3,2.182,2344.4,345.8,2923.2,876.8,243.3,586.1,0,3,99.46,0.6823,0.914,0,99.47,0.6795,0.904,5,5,156.0,0,-1,0,0,0,0,0,29.3,0.9337
C5_s19,C5,19,sensor_degradation,1,1749,40,40,0,0,40,40,0,1,404.0,6315.9,157.9,1.935,2585.0,374.4,2424.6,727.4,204.5,646.3,0,3,99.17,0.6705,1.485,0,99.18,0.6699,1.488,5,5,144.0,0,-1,0,0,0,0,0,37.43,0.9202
C3_s19,C3,19,sensor_degradation,1,1749,40,40,0,0,40,40,0,1,404.0,6315.9,157.9,1.935,2585.0,374.4,2424.6,727.4,204.5,646.3,0,3,99.19,0.6775,1.365,0,99.18,0.6699,1.488,5,5,144.0,1,25.1,0,0,0,0,0,37.43,0.9202
C4_s19,C4,19,sensor_degradation,0,1749,40,39,1,0,40,40,0,1,1115.5,5928.7,148.2,2.456,2005.8,840.3,2231.4,669.4,181.9,494.9,250,1,99.68,0.6031,2.682,0,99.68,0.6032,2.683,5,1,60.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s20,C0,20,none,-1,-1,40,40,0,0,40,40,0,1,406.2,6262.5,156.6,1.769,2547.4,340.3,2439.0,731.3,204.5,636.9,0,3,98.75,0.684,1.807,0,98.76,0.6844,1.792,0,0,-1,-1,-1,0,0,0,0,0,37.19,0.8618
C1_s20,C1,20,none,-1,-1,40,40,0,0,40,40,0,1,523.5,7646.7,191.2,2.124,2901.9,396.7,3142.8,942.5,262.8,725.5,0,3,98.56,0.6779,2.501,0,98.65,0.6791,2.427,8,8,131.2,-1,-1,1,0,0,0,0,43.54,0.7725
C2_s20,C2,20,comms_loss,1,1347,40,40,0,0,40,40,0,1,513.7,6829.2,170.7,1.993,2310.0,319.5,3083.4,924.8,191.4,577.5,0,3,99.54,0.694,1.007,0,98.81,0.6861,1.794,8,8,134.4,0,-1,0,0,0,0,0,32.42,0.6441
C5_s20,C5,20,comms_loss,1,1347,40,40,0,0,40,40,0,1,495.8,7664.8,191.6,2.102,3164.0,447.7,2975.4,892.6,185.1,791.0,0,3,98.6,0.6536,2.631,0,98.61,0.6694,2.597,8,8,131.2,0,-1,0,0,0,0,0,59.43,0.8767
C3_s20,C3,20,comms_loss,1,1347,40,40,0,0,40,40,0,1,495.8,7664.8,191.6,2.102,3164.0,447.7,2975.4,892.6,185.1,791.0,0,3,98.6,0.6536,2.631,0,98.61,0.6694,2.597,8,8,131.2,1,22.8,0,0,0,0,0,59.43,0.8767
C4_s20,C4,20,comms_loss,0,1347,40,40,0,0,40,40,0,1,901.4,4733.3,118.3,1.417,2061.6,305.1,1803.0,540.9,22.7,515.4,0,1,98.65,0.6272,2.97,0,98.66,0.6285,2.951,8,7,227.1,0,-1,0,0,0,0,0,0.0,0.0
C0_s21,C0,21,none,-1,-1,39,39,0,0,39,40,0,0,441.5,6366.9,163.3,1.823,2383.0,315.5,2649.6,794.9,223.9,581.0,346,3,99.43,0.7021,0.657,0,99.18,0.7046,0.81,0,0,-1,-1,-1,1,0,0,0,0,27.26,0.8427
C1_s21,C1,21,none,-1,-1,38,38,0,0,38,40,1,0,524.0,7165.0,188.6,2.072,2373.7,440.6,3144.6,943.4,262.8,577.9,585,3,99.36,0.7024,0.961,0,99.13,0.7066,1.026,8,8,97.5,-1,-1,1,0,0,0,0,26.04,0.8452
C2_s21,C2,21,wrong_position,1,2393,36,27,9,0,36,40,1,0,557.4,7568.2,210.2,2.211,2439.6,506.2,3346.2,1003.5,272.6,593.1,653,3,99.35,0.6814,2.242,0,99.19,0.685,1.911,8,8,97.5,0,-1,0,0,0,0,0,25.66,0.8378
C5_s21,C5,21,wrong_position,1,2393,37,27,10,0,37,40,1,0,741.2,9797.4,264.8,2.787,2923.0,722.4,4447.8,1334.3,369.8,710.2,1019,3,99.12,0.6879,2.726,0,99.21,0.6751,2.685,8,8,97.5,0,-1,0,0,0,0,0,39.41,0.9004
C3_s21,C3,21,wrong_position,1,2393,37,27,10,0,37,40,1,0,732.7,9678.1,261.6,2.757,2879.9,721.6,4397.4,1319.0,360.1,701.2,987,3,99.09,0.6928,2.731,0,99.16,0.6806,2.731,8,8,97.5,0,-1,1,0,0,0,0,37.74,0.9062
C4_s21,C4,21,wrong_position,0,2393,36,16,20,0,36,40,1,0,1023.1,5259.6,146.1,1.651,1956.7,473.5,2046.6,613.9,168.8,488.7,233,1,98.51,0.5709,7.352,0,98.59,0.5763,7.281,8,5,71.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s22,C0,22,none,-1,-1,40,40,0,0,40,40,0,1,406.9,6444.7,161.1,1.906,2685.9,379.1,2442.6,732.6,204.5,671.5,0,3,98.93,0.7073,1.261,0,98.93,0.7066,1.278,0,0,-1,-1,-1,0,0,0,0,0,32.61,0.7703
C1_s22,C1,22,none,-1,-1,40,40,0,0,40,40,0,1,422.2,6620.8,165.5,1.862,2725.8,386.3,2534.4,760.1,214.2,681.5,0,3,99.07,0.7084,1.097,0,98.97,0.713,1.109,7,7,155.7,-1,-1,0,0,0,0,0,33.4,0.7882
C2_s22,C2,22,wrong_position,1,1052,40,29,11,0,40,40,0,1,537.3,7440.9,186.0,2.164,2553.7,431.4,3225.6,967.3,262.9,635.3,62,3,98.7,0.6757,3.431,0,98.77,0.6706,3.444,7,5,122.0,0,-1,0,0,0,0,0,31.68,0.8117
C5_s22,C5,22,wrong_position,1,1052,40,30,10,0,40,40,0,1,413.2,6647.6,166.2,1.845,2777.4,441.3,2480.4,743.9,204.6,691.2,62,3,98.74,0.6782,3.476,0,98.78,0.6725,3.324,7,5,122.0,0,-1,0,0,0,0,0,33.65,0.8423
C3_s22,C3,22,wrong_position,1,1052,40,30,10,0,40,40,0,1,413.2,6647.6,166.2,1.845,2777.4,441.3,2480.4,743.9,204.6,691.2,62,3,98.74,0.6782,3.476,0,98.78,0.6725,3.324,7,5,122.0,0,-1,1,0,0,0,0,33.65,0.8423
C4_s22,C4,22,wrong_position,0,1052,7,7,0,0,7,40,0,0,255.9,1202.1,171.7,1.555,287.2,206.6,512.4,153.6,42.2,69.9,41,1,99.51,0.6846,3.671,0,99.52,0.6849,3.641,7,2,20.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s23,C0,23,none,-1,-1,40,40,0,0,40,40,0,1,336.0,5417.3,135.4,1.74,2311.8,317.1,2017.8,605.0,165.6,577.9,0,3,99.12,0.702,1.13,0,99.05,0.701,1.263,0,0,-1,-1,-1,0,0,0,0,0,43.31,0.9044
C1_s23,C1,23,none,-1,-1,40,40,0,0,40,40,0,1,329.0,5320.4,133.0,1.696,2275.5,312.4,1974.6,592.4,165.6,568.9,0,3,99.17,0.7096,1.06,0,99.03,0.7116,1.258,5,4,157.5,-1,-1,0,0,0,0,0,40.74,0.9048
C2_s23,C2,23,immobilised,1,653,30,30,0,0,30,40,0,0,977.1,10250.8,341.7,3.5,1929.6,221.0,5864.4,1759.0,476.8,482.4,0,3,99.08,0.6866,1.554,0,99.12,0.6897,1.512,5,3,253.3,0,-1,0,0,0,0,0,37.81,0.7449
C5_s23,C5,23,immobilised,1,653,33,33,0,0,33,40,0,0,475.2,6285.5,190.5,2.065,2093.6,249.6,2853.0,855.5,233.8,523.4,0,3,99.13,0.7002,1.309,0,99.15,0.7023,1.296,5,4,271.2,0,-1,0,0,0,0,0,32.86,0.8941
C3_s23,C3,23,immobilised,1,653,37,37,0,0,37,40,0,0,491.3,6782.9,183.3,2.199,2412.1,294.4,2948.4,884.5,243.5,603.0,0,3,99.1,0.7045,1.333,0,99.11,0.7037,1.366,5,4,167.5,1,14.7,0,0,0,0,0,39.61,0.9057
C4_s23,C4,23,immobilised,0,653,3,3,0,0,3,40,0,0,3999.9,11217.9,3739.3,19.432,152.6,15.9,8000.4,2400.0,649.0,38.1,0,1,99.46,0.6821,0.102,0,99.46,0.6821,0.102,5,1,10.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s24,C0,24,none,-1,-1,40,40,0,0,40,40,0,1,300.6,4875.4,121.9,1.749,2086.4,286.6,1805.4,541.3,155.8,521.6,0,3,99.24,0.6903,1.21,0,99.07,0.6924,1.435,0,0,-1,-1,-1,0,0,0,0,0,38.61,0.7322
C1_s24,C1,24,none,-1,-1,40,40,0,0,40,40,0,1,333.3,5388.0,134.7,1.831,2274.4,346.2,2001.6,600.1,165.6,566.4,47,3,98.98,0.6839,1.711,0,98.95,0.686,1.766,7,7,95.7,-1,-1,0,0,0,0,0,32.76,0.8617
C2_s24,C2,24,immobilised,1,1825,32,32,0,0,32,40,0,0,2351.0,21717.8,678.7,7.645,1941.2,290.2,14106.6,4232.0,1147.8,483.1,47,3,99.05,0.6815,1.664,0,99.05,0.6819,1.666,7,7,95.7,0,-1,0,0,0,0,0,34.46,0.1288
C5_s24,C5,24,immobilised,1,1825,39,39,0,0,39,40,0,0,795.9,9416.1,241.4,3.186,2457.5,359.3,4777.2,1432.8,389.4,612.2,47,3,98.83,0.6814,2.07,0,98.86,0.6819,2.038,7,7,95.7,0,-1,0,0,0,0,0,40.58,0.924
C3_s24,C3,24,immobilised,1,1825,40,40,0,0,40,40,0,1,449.1,6543.0,163.6,2.213,2456.4,357.7,2696.4,808.6,224.0,611.9,47,3,98.84,0.6808,2.057,0,98.87,0.6812,2.04,7,7,95.7,1,107.5,0,0,0,0,1,40.56,0.8656
C4_s24,C4,24,immobilised,0,1825,11,11,0,0,11,40,0,0,3999.9,11526.7,1047.9,10.661,407.4,69.8,8000.4,2400.0,649.1,101.9,0,1,99.88,0.6855,0.294,0,99.88,0.6855,0.294,7,3,105.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s25,C0,25,none,-1,-1,40,40,0,0,40,40,0,1,324.9,5103.9,127.6,1.62,2097.0,305.1,1951.2,585.0,165.5,524.3,0,3,99.18,0.7044,1.073,0,99.14,0.7049,1.024,0,0,-1,-1,-1,0,0,0,0,0,26.49,0.7608
C1_s25,C1,25,none,-1,-1,40,40,0,0,40,40,0,1,325.8,5172.7,129.3,1.574,2171.2,292.7,1956.6,586.6,165.6,542.8,0,3,99.14,0.6909,1.357,0,99.02,0.6885,1.498,7,7,77.9,-1,-1,0,0,0,0,0,29.9,0.8838
C2_s25,C2,25,battery_drain,1,648,40,40,0,0,40,40,0,1,458.6,6125.0,153.1,1.846,2165.3,277.7,2665.2,799.4,217.5,541.3,0,2,99.06,0.6944,1.375,0,99.02,0.6951,1.418,7,7,77.9,0,-1,0,0,0,0,0,22.58,0.6685
C5_s25,C5,25,battery_drain,1,648,40,40,0,0,40,40,0,1,438.3,6048.3,151.2,1.659,2474.0,307.4,2363.4,708.7,194.8,618.5,0,2,98.92,0.6953,1.485,0,98.88,0.6955,1.535,7,7,77.9,0,-1,0,0,0,0,0,30.22,0.9134
C3_s25,C3,25,battery_drain,1,648,40,40,0,0,40,40,0,1,397.6,5749.6,143.7,1.699,2395.6,312.2,2200.2,659.9,181.8,598.9,0,2,99.01,0.6946,1.429,0,98.97,0.6952,1.487,7,7,77.9,1,5.2,1,0,0,0,0,30.14,0.9048
C4_s25,C4,25,battery_drain,0,648,15,15,0,0,15,40,0,0,308.2,1653.6,110.2,1.089,703.5,96.4,616.8,185.0,52.0,175.9,0,0,99.81,0.6938,0.334,0,99.81,0.6938,0.334,7,6,121.7,0,-1,0,0,0,0,0,0.0,0.0
C0_s26,C0,26,none,-1,-1,40,40,0,0,40,40,0,1,411.6,6581.0,164.5,1.931,2863.9,300.2,2471.4,741.1,204.5,716.0,0,3,99.41,0.7008,0.73,0,99.15,0.7025,0.99,0,0,-1,-1,-1,0,0,0,0,0,41.75,0.7369
C1_s26,C1,26,none,-1,-1,40,40,0,0,40,40,0,1,401.4,6404.3,160.1,1.887,2777.4,289.5,2410.2,722.7,204.5,694.3,0,3,99.5,0.6992,0.556,0,99.23,0.7044,0.779,6,6,70.0,-1,-1,0,0,0,0,0,43.59,0.7819
C2_s26,C2,26,battery_drain,1,1190,38,38,0,0,38,40,0,0,461.4,6404.5,168.5,1.912,2583.2,264.3,2569.2,770.3,217.4,645.8,0,2,99.5,0.6994,0.562,0,99.29,0.7039,0.664,6,6,70.0,0,-1,0,0,0,0,0,39.53,0.7796
C5_s26,C5,26,battery_drain,1,1190,40,40,0,0,40,40,0,1,410.4,6318.3,158.0,1.861,2754.0,291.9,2365.2,709.1,198.0,688.5,0,2,99.5,0.6993,0.557,0,99.25,0.702,0.751,6,6,70.0,0,-1,0,0,0,0,0,44.2,0.7791
C3_s26,C3,26,battery_drain,1,1190,40,40,0,0,40,40,0,1,409.2,6306.7,157.7,1.857,2751.1,289.5,2360.4,707.7,198.0,687.8,0,2,99.5,0.6993,0.557,0,99.25,0.702,0.747,6,6,70.0,1,1.0,1,0,0,0,0,44.22,0.7798
C4_s26,C4,26,battery_drain,0,1190,19,19,0,0,19,40,0,0,360.0,1944.9,102.4,0.896,837.5,112.3,720.6,216.0,58.5,209.4,0,0,99.59,0.6811,0.97,0,99.59,0.6811,0.971,6,5,91.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s27,C0,27,none,-1,-1,39,39,0,0,39,40,0,0,744.0,9778.5,250.7,3.008,2532.2,1071.4,4465.8,1339.4,369.8,633.0,0,3,99.31,0.6915,0.894,0,99.36,0.6926,0.819,0,0,-1,-1,-1,0,0,0,0,0,48.29,0.8919
C1_s27,C1,27,none,-1,-1,39,39,0,0,39,40,0,0,540.1,7617.2,195.3,2.309,2535.3,595.2,3241.8,972.4,272.5,633.8,0,3,99.22,0.7077,0.987,0,99.23,0.7019,1.116,5,4,103.8,-1,-1,0,0,0,0,0,48.98,0.8486
C2_s27,C2,27,comms_loss,1,571,39,39,0,0,39,40,0,0,405.2,5796.0,148.6,1.768,2068.5,420.1,2431.8,729.5,146.0,517.1,0,3,99.07,0.6896,0.707,0,99.25,0.714,0.74,5,4,103.8,0,-1,0,0,0,0,0,34.95,0.7093
C5_s27,C5,27,comms_loss,1,571,39,39,0,0,39,40,0,0,671.1,9702.5,248.8,2.875,3489.7,745.8,4028.4,1208.2,230.4,872.4,0,3,99.03,0.6699,1.73,0,99.17,0.672,1.92,5,4,103.8,0,-1,0,0,0,0,0,80.13,0.763
C3_s27,C3,27,comms_loss,1,571,39,39,0,0,39,40,0,0,671.1,9702.5,248.8,2.875,3489.7,745.8,4028.4,1208.2,230.4,872.4,0,3,99.03,0.6699,1.73,0,99.17,0.672,1.92,5,4,103.8,0,-1,0,0,0,0,0,80.13,0.763
C4_s27,C4,27,comms_loss,0,571,39,39,0,0,39,40,0,0,1056.3,5419.3,139.0,1.773,1710.2,952.2,2113.2,633.8,9.8,427.6,0,1,99.07,0.7015,1.524,0,99.09,0.7019,1.5,5,4,172.5,0,-1,0,0,0,0,0,0.0,0.0
C0_s28,C0,28,none,-1,-1,40,40,0,0,40,40,0,1,404.1,6411.9,160.3,2.094,2685.8,367.7,2426.4,727.6,204.5,671.4,0,3,99.03,0.705,1.223,0,99.05,0.7044,1.196,0,0,-1,-1,-1,0,0,0,0,0,50.48,0.9039
C1_s28,C1,28,none,-1,-1,40,40,0,0,40,40,0,1,308.3,5008.5,125.2,1.658,2132.7,314.4,1850.4,555.1,155.8,533.2,0,3,99.32,0.7116,0.957,0,99.07,0.7128,1.252,5,5,52.0,-1,-1,0,0,0,0,0,34.95,0.8533
C2_s28,C2,28,sensor_degradation,1,1881,40,40,0,0,40,40,0,1,421.4,5972.5,149.3,2.027,2164.8,305.8,2529.0,758.7,214.1,541.2,0,3,99.39,0.7117,0.898,0,99.16,0.7138,1.079,5,5,52.0,0,-1,0,0,0,0,0,38.03,0.7902
C5_s28,C5,28,sensor_degradation,1,1881,40,40,0,0,40,40,0,1,308.3,5024.8,125.6,1.728,2130.2,333.3,1850.4,555.1,155.8,532.6,0,3,99.32,0.7116,0.971,0,99.31,0.702,0.999,5,5,52.0,0,-1,0,0,0,0,0,36.33,0.8533
C3_s28,C3,28,sensor_degradation,1,1881,40,40,0,0,40,40,0,1,308.3,5024.8,125.6,1.728,2130.2,333.3,1850.4,555.1,155.8,532.6,0,3,99.32,0.7116,0.971,0,99.31,0.702,0.999,5,5,52.0,1,31.9,0,0,0,0,0,36.33,0.8533
C4_s28,C4,28,sensor_degradation,0,1881,40,40,0,0,40,40,0,1,872.9,4763.3,119.1,1.906,2005.7,344.8,1746.0,523.8,142.9,501.4,0,1,99.81,0.6492,1.31,0,99.81,0.6496,1.307,5,4,41.2,0,-1,0,0,0,0,0,0.0,0.0
C0_s42,C0,42,none,-1,-1,40,40,0,0,40,40,0,1,399.2,6193.3,154.8,1.924,2556.0,327.9,2395.8,718.7,194.8,639.0,0,3,99.17,0.6996,1.046,0,99.14,0.6875,1.333,0,0,-1,-1,-1,0,0,0,0,0,41.87,0.8737
C1_s42,C1,42,none,-1,-1,40,40,0,0,40,40,0,1,452.1,7048.2,176.2,2.169,2883.0,412.8,2714.4,814.0,224.0,718.8,41,3,99.06,0.6907,1.409,0,99.1,0.6897,1.395,5,3,51.7,-1,-1,0,0,0,0,0,44.12,0.9396
C2_s42,C2,42,wrong_position,1,1023,35,28,7,0,35,40,0,0,434.2,5929.1,169.4,1.972,1875.4,451.5,2606.4,781.7,214.2,468.8,0,3,99.17,0.6723,2.727,0,99.19,0.6722,2.709,5,2,25.0,0,-1,0,0,0,0,0,25.83,0.8457
C5_s42,C5,42,wrong_position,1,1023,39,32,7,0,39,40,0,0,490.3,7245.5,185.8,2.183,2645.1,531.2,2943.0,882.7,243.4,661.3,0,3,99.01,0.6578,3.095,0,99.05,0.6577,3.035,5,2,25.0,0,-1,0,0,0,0,0,36.97,0.8636
C3_s42,C3,42,wrong_position,1,1023,39,32,7,0,39,40,0,0,490.3,7245.5,185.8,2.183,2645.1,531.2,2943.0,882.7,243.4,661.3,0,3,99.01,0.6578,3.095,0,99.05,0.6577,3.035,5,2,25.0,0,-1,0,0,0,0,0,36.97,0.8636
C4_s42,C4,42,wrong_position,0,1023,9,5,4,0,9,40,0,0,303.8,1460.3,162.3,1.863,387.4,230.8,607.8,182.3,51.9,96.9,0,1,99.76,0.6788,5.807,0,99.76,0.6789,5.804,5,1,5.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s2024,C0,2024,none,-1,-1,39,39,0,0,39,39,0,1,347.0,5548.3,142.3,1.663,2373.6,292.0,2082.6,624.8,175.3,593.4,0,3,99.42,0.6966,0.653,0,99.32,0.695,0.784,0,0,-1,-1,-1,0,0,0,0,0,44.7,0.9214
C1_s2024,C1,2024,none,-1,-1,38,38,0,0,38,39,1,1,512.8,7382.7,194.3,2.081,2663.7,464.7,3078.0,923.2,253.2,665.1,248,3,99.02,0.707,1.129,0,99.07,0.7059,1.08,6,6,153.3,-1,-1,0,0,0,0,0,51.51,0.9356
C2_s2024,C2,2024,sensor_degradation,1,1286,38,38,0,0,38,39,1,1,560.6,7562.5,199.0,2.46,2374.4,532.5,3364.2,1009.3,282.2,587.2,147,3,99.38,0.6815,1.133,0,99.38,0.677,1.298,6,5,133.0,0,-1,0,0,0,0,0,38.34,0.587
C5_s2024,C5,2024,sensor_degradation,1,1286,38,38,0,0,38,39,1,1,521.2,7517.2,197.8,2.138,2689.2,498.3,3128.4,938.3,262.8,671.5,264,3,99.11,0.6901,1.316,0,99.12,0.69,1.308,6,6,169.2,0,-1,0,0,0,0,0,44.83,0.9365
C3_s2024,C3,2024,sensor_degradation,1,1286,38,38,0,0,38,39,1,1,480.4,7298.1,192.1,2.095,2729.9,576.3,2883.6,864.9,243.4,682.5,0,3,99.09,0.6968,1.254,0,99.15,0.6883,1.361,6,6,165.8,1,116.4,0,0,0,0,0,45.57,0.9381
C4_s2024,C4,2024,sensor_degradation,0,1286,38,38,0,0,38,39,1,1,1160.9,6255.0,164.6,2.411,2238.6,806.3,2322.0,696.6,191.6,551.7,218,1,99.9,0.6389,1.154,0,99.9,0.6391,1.156,6,4,272.5,0,-1,0,0,0,0,0,0.0,0.0
